election,active_date,status,active_reason,committee_id
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,353
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,353
2010 Statewide Special Election,11/05/2009,Active,Statement of Organization,353
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,353
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,353
2007 November Election,09/25/2007,Active,Statement of Organization,353
2006 General Election,,Inactive,,353
2006 Primary Election,,Inactive,,353
2004 General Election,,Inactive,,353
2004 Primary Election,,Inactive,,353
2002 General Election,,Inactive,,353
2002 Primary Election,,Inactive,,353
2000 General Election,,Inactive,,353
2000 Primary Election,,Inactive,,353
1998 General Election,,Inactive,,353
1998 Biennial Primary Election,,Inactive,,353
1996 General Election,,Inactive,,353
1996 Primary Election,,Inactive,,353
1994 General Election,,Inactive,,353
1994 Primary,,Inactive,,353
1992 General Election,,Inactive,,353
1992 Primary Election,,Inactive,,353
1990 General Election,,Inactive,,353
2020 Primary Election,12/08/2017,Active,Contribution to Active Candidate or Measure Committee,54
2018 Primary Election,10/17/2017,Active,Contribution to Active Candidate or Measure Committee,54
2018 January Special Election,11/09/2017,Active,Contribution to Active Candidate or Measure Committee,54
2016 General Election,04/21/2016,Active,Contribution to Active Candidate or Measure Committee,54
2016 Primary Election,09/23/2015,Active,Contribution to Active Candidate or Measure Committee,54
2014 General Election,04/02/2014,Active,Contribution to Active Candidate or Measure Committee,54
2014 Primary Election,11/14/2013,Active,Contribution to Active Candidate or Measure Committee,54
2013 May Election,04/23/2013,Active,Contribution to Active Candidate or Measure Committee,54
2012 General Election,08/10/2012,Active,Contribution to Active Candidate or Measure Committee,54
2012 Primary Election,08/09/2011,Active,Contribution to Active Candidate or Measure Committee,54
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,54
2010 Primary Election,06/26/2009,Active,System Generated / Primary or General Election,54
2008 General Election,07/29/2008,Active,Contribution to Active Candidate or Measure Committee,54
2008 Primary Election,11/27/2007,Active,Contribution to Active Candidate or Measure Committee,54
2007 November Election,08/08/2007,Active,Contribution to Active Candidate or Measure Committee,54
2006 General Election,,Inactive,,54
2006 Primary Election,,Inactive,,54
2004 General Election,,Inactive,,54
2004 Primary Election,,Inactive,,54
2002 General Election,,Inactive,,54
2002 Primary Election,,Inactive,,54
2000 General Election,,Inactive,,54
2000 Primary Election,,Inactive,,54
1998 General Election,,Inactive,,54
1998 Biennial Primary Election,,Inactive,,54
1996 General Election,,Inactive,,54
1996 Primary Election,,Inactive,,54
1994 General Election,,Inactive,,54
1994 Primary,,Inactive,,54
1992 General Election,,Inactive,,54
1992 Primary Election,,Inactive,,54
1990 General Election,,Inactive,,54
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,8667
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,8667
2015 May Election,04/10/2015,Active,Statement of Organization,8667
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,8667
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,8667
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,8667
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,8667
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,8667
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,8667
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,8667
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,8667
2007 May Election,04/04/2007,Active,Statement of Organization,8667
2018 Primary Election,10/05/2016,Active,Statement of Organization,1670
2018 January Special Election,11/20/2017,Active,Contribution to Active Candidate or Measure Committee,1670
2017 May Election,02/03/2017,Active,Contribution to Active Candidate or Measure Committee,1670
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,1670
2016 Primary Election,11/05/2015,Active,System Generated / Primary or General Election,1670
2015 May Election,04/26/2015,Active,Contribution to Active Candidate or Measure Committee,1670
2014 General Election,06/24/2014,Active,Contribution to Active Candidate or Measure Committee,1670
2014 Primary Election,06/30/2013,Active,System Generated / Primary or General Election,1670
2012 General Election,04/01/2012,Active,Contribution to Active Candidate or Measure Committee,1670
2012 Primary Election,07/14/2011,Active,Contribution to Active Candidate or Measure Committee,1670
2011 May Election,05/09/2011,Active,Contribution to Active Candidate or Measure Committee,1670
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,1670
2010 Primary Election,08/03/2009,Active,System Generated / Primary or General Election,1670
2010 Statewide Special Election,01/11/2010,Active,Contribution to Active Candidate or Measure Committee,1670
2008 General Election,10/18/2007,Active,Statement of Organization,1670
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,1670
2007 November Election,07/22/2007,Active,Contribution to Active Candidate or Measure Committee,1670
2006 General Election,,Inactive,,1670
2006 Primary Election,,Inactive,User Requested Inactivation,1670
2002 General Election,,Inactive,,1670
2002 Primary Election,,Inactive,,1670
2000 General Election,,Inactive,,1670
2000 Primary Election,,Inactive,,1670
1998 General Election,,Inactive,,1670
1998 Biennial Primary Election,,Inactive,,1670
1996 General Election,,Inactive,,1670
1996 Primary Election,,Inactive,,1670
1994 General Election,,Inactive,,1670
1994 Primary,,Inactive,,1670
2018 Primary Election,01/03/2017,Active,Contribution to Active Candidate or Measure Committee,5493
2018 January Special Election,11/02/2017,Active,Contribution to Active Candidate or Measure Committee,5493
2016 General Election,04/07/2016,Active,Contribution to Active Candidate or Measure Committee,5493
2016 Primary Election,09/29/2014,Active,Contribution to Active Candidate or Measure Committee,5493
2014 General Election,04/11/2014,Active,Contribution to Active Candidate or Measure Committee,5493
2014 Primary Election,08/30/2012,Active,Contribution to Active Candidate or Measure Committee,5493
2012 General Election,08/22/2012,Active,Contribution to Active Candidate or Measure Committee,5493
2012 Primary Election,04/09/2010,Active,Contribution to Active Candidate or Measure Committee,5493
2010 General Election,08/02/2010,Active,Contribution to Active Candidate or Measure Committee,5493
2010 Primary Election,09/17/2008,Active,Contribution to Active Candidate or Measure Committee,5493
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5493
2008 Primary Election,02/01/2008,Active,Contribution to Active Candidate or Measure Committee,5493
2007 November Election,08/22/2007,Active,Contribution to Active Candidate or Measure Committee,5493
2006 General Election,,Inactive,,5493
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2109
2016 Primary Election,02/12/2015,Active,System Generated / Primary or General Election,2109
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2109
2014 Primary Election,02/07/2013,Active,System Generated / Primary or General Election,2109
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2109
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2109
2010 General Election,08/09/2010,Active,In-Kind or Independent Expenditure,2109
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,2109
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2109
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2109
2007 November Election,09/17/2007,Active,Statement of Organization,2109
2000 General Election,,Inactive,,2109
1998 General Election,,Inactive,,2109
1998 Biennial Primary Election,,Inactive,,2109
1996 General Election,,Inactive,,2109
1995 May Special Election,,Inactive,,2109
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5514
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5514
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5514
2014 Primary Election,01/09/2014,Active,System Generated / Primary or General Election,5514
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5514
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5514
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5514
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5514
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5514
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5514
2007 November Election,08/08/2007,Active,Statement of Organization,5514
2006 General Election,,Inactive,,5514
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,1945
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,1945
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,1945
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,1945
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,1945
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,1945
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,1945
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,1945
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,1945
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,1945
2007 November Election,09/19/2007,Active,Statement of Organization,1945
2006 General Election,,Inactive,,1945
2000 General Election,,Inactive,,1945
1999 November Special Election,,Inactive,,1945
1998 General Election,,Inactive,,1945
1998 Biennial Primary Election,,Inactive,,1945
1996 General Election,,Inactive,,1945
1994 General Election,,Inactive,,1945
2018 Primary Election,12/06/2017,Active,Contribution to Active Candidate or Measure Committee,80
2016 General Election,04/08/2016,Active,Contribution to Active Candidate or Measure Committee,80
2016 Primary Election,11/19/2015,Active,Contribution to Active Candidate or Measure Committee,80
2014 General Election,05/06/2014,Active,Contribution to Active Candidate or Measure Committee,80
2014 Primary Election,02/12/2014,Active,Contribution to Active Candidate or Measure Committee,80
2012 General Election,08/16/2012,Active,Contribution to Active Candidate or Measure Committee,80
2012 September Election,08/27/2012,Active,Contribution to Active Candidate or Measure Committee,80
2012 Primary Election,12/05/2011,Active,Contribution to Active Candidate or Measure Committee,80
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,80
2010 Primary Election,11/10/2009,Active,Contribution to Active Candidate or Measure Committee,80
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,80
2008 Primary Election,03/07/2008,Active,Contribution to Active Candidate or Measure Committee,80
2007 May Election,04/24/2007,Active,Contribution to Active Candidate or Measure Committee,80
2006 General Election,,Inactive,,80
2006 Primary Election,,Inactive,,80
2004 General Election,,Inactive,,80
2004 Primary Election,,Inactive,,80
2002 General Election,,Inactive,,80
2002 Primary Election,,Inactive,,80
2000 General Election,,Inactive,,80
2000 Primary Election,,Inactive,,80
1998 General Election,,Inactive,,80
1998 Biennial Primary Election,,Inactive,,80
1996 General Election,,Inactive,,80
1996 Primary Election,,Inactive,,80
1994 General Election,,Inactive,,80
1994 Primary,,Inactive,,80
1992 General Election,,Inactive,,80
1992 Primary Election,,Inactive,,80
1990 General Election,,Inactive,,80
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,319
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,319
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,319
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,319
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,319
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,319
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,319
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,319
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,319
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,319
2007 May Election,04/28/2007,Active,Statement of Organization,319
2006 General Election,,Inactive,,319
2006 Primary Election,,Inactive,,319
2004 General Election,,Inactive,,319
2004 Primary Election,,Inactive,,319
2002 General Election,,Inactive,,319
2002 Primary Election,,Inactive,,319
2000 General Election,,Inactive,,319
2000 Primary Election,,Inactive,,319
1998 General Election,,Inactive,,319
1998 Biennial Primary Election,,Inactive,,319
1996 General Election,,Inactive,,319
1996 Primary Election,,Inactive,,319
1994 General Election,,Inactive,,319
1994 Primary,,Inactive,,319
1992 General Election,,Inactive,,319
1992 Primary Election,,Inactive,,319
1990 General Election,,Inactive,,319
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4167
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4167
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4167
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4167
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4167
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4167
2010 General Election,08/09/2010,Active,Contribution to Active Candidate or Measure Committee,4167
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4167
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4167
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4167
2007 May Election,04/13/2007,Active,Contribution to Active Candidate or Measure Committee,4167
2006 General Election,,Inactive,,4167
2006 Primary Election,,Inactive,,4167
2004 Primary Election,,Inactive,,4167
2002 General Election,,Inactive,,4167
2002 Primary Election,,Inactive,,4167
2018 Primary Election,09/18/2017,Active,System Generated / Primary or General Election,4792
2018 January Special Election,01/05/2018,Active,System Generated / Primary or General Election,4792
2017 May Election,05/11/2017,Active,Statement of Organization,4792
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4792
2016 Primary Election,09/09/2015,Active,System Generated / Primary or General Election,4792
2014 General Election,05/28/2014,Active,System Generated / Primary or General Election,4792
2014 Primary Election,04/30/2013,Active,System Generated / Primary or General Election,4792
2013 May Election,04/05/2013,Active,Statement of Organization,4792
2012 General Election,07/02/2012,Active,System Generated / Primary or General Election,4792
2012 Primary Election,10/03/2011,Active,System Generated / Primary or General Election,4792
2010 General Election,03/02/2010,Active,Contribution to Active Candidate or Measure Committee,4792
2010 Primary Election,10/06/2009,Active,System Generated / Primary or General Election,4792
2010 Statewide Special Election,01/07/2010,Active,System Generated / Primary or General Election,4792
2008 General Election,06/25/2008,Active,Statement of Organization,4792
2008 Primary Election,07/24/2007,Active,Contribution to Active Candidate or Measure Committee,4792
2007 November Election,09/28/2007,Active,Contribution to Active Candidate or Measure Committee,4792
2006 General Election,,Inactive,,4792
2006 Primary Election,,Inactive,,4792
2004 Primary Election,,Inactive,,4792
2018 Primary Election,10/02/2017,Active,Contribution to Active Candidate or Measure Committee,60
2017 May Election,03/21/2017,Active,Contribution to Active Candidate or Measure Committee,60
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,60
2016 Primary Election,11/05/2015,Active,Contribution to Active Candidate or Measure Committee,60
2015 November Election,10/22/2015,Active,Statement of Organization,60
2014 General Election,04/09/2014,Active,Contribution to Active Candidate or Measure Committee,60
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,60
2013 May Election,04/03/2013,Active,Contribution to Active Candidate or Measure Committee,60
2012 General Election,08/09/2012,Active,Contribution to Active Candidate or Measure Committee,60
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,60
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,60
2010 Primary Election,11/02/2009,Active,Contribution to Active Candidate or Measure Committee,60
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,60
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,60
2007 May Election,04/11/2007,Active,Contribution to Active Candidate or Measure Committee,60
2006 General Election,,Inactive,,60
2006 Primary Election,,Inactive,,60
2004 General Election,,Inactive,,60
2004 Primary Election,,Inactive,,60
2002 General Election,,Inactive,,60
2002 Primary Election,,Inactive,,60
2000 General Election,,Inactive,,60
2000 Primary Election,,Inactive,,60
1998 General Election,,Inactive,,60
1996 Primary Election,,Inactive,,60
1994 General Election,,Inactive,,60
1994 Primary,,Inactive,,60
1992 General Election,,Inactive,,60
1992 Primary Election,,Inactive,,60
1990 General Election,,Inactive,,60
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5328
2016 Primary Election,12/08/2015,Active,Contribution to Active Candidate or Measure Committee,5328
2015 May Election,02/23/2015,Active,Statement of Organization,5328
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5328
2014 September Election,03/14/2014,Inactive,Statement of Organization,5328
2014 Primary Election,01/08/2014,Active,System Generated / Primary or General Election,5328
2012 General Election,06/23/2012,Active,Contribution to Active Candidate or Measure Committee,5328
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5328
2011 May Election,03/18/2011,Active,Statement of Organization,5328
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5328
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5328
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5328
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5328
2007 May Election,02/04/2007,Active,Statement of Organization,5328
2006 General Election,,Inactive,,5328
2006 Primary Election,,Inactive,,5328
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,9927
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,9927
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,9927
2014 Primary Election,02/20/2014,Active,System Generated / Primary or General Election,9927
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,9927
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,9927
2011 May Election,05/19/2011,Active,Statement of Organization,9927
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,9927
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,9927
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,9927
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,9927
2007 May Election,05/07/2007,Active,Statement of Organization,9927
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2891
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2891
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2891
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,2891
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2891
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2891
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2891
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,2891
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2891
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2891
2007 November Election,09/20/2007,Active,Statement of Organization,2891
2006 General Election,,Inactive,,2891
2004 General Election,,Inactive,,2891
2002 General Election,,Inactive,,2891
2000 General Election,,Inactive,,2891
1998 General Election,,Inactive,,2891
2018 January Special Election,12/05/2017,Active,Statement of Organization,328
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,328
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,328
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,328
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,328
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,328
2012 Primary Election,05/20/2011,Active,System Generated / Primary or General Election,328
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,328
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,328
2010 Statewide Special Election,10/25/2009,Active,Statement of Organization,328
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,328
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,328
2007 November Election,10/08/2007,Active,Contribution to Active Candidate or Measure Committee,328
2006 General Election,,Inactive,,328
2006 Primary Election,,Inactive,,328
2004 General Election,,Inactive,,328
2004 Primary Election,,Inactive,,328
2002 General Election,,Inactive,,328
2002 Primary Election,,Inactive,,328
2000 General Election,,Inactive,,328
2000 Primary Election,,Inactive,,328
1998 General Election,,Inactive,,328
1998 Biennial Primary Election,,Inactive,,328
1996 General Election,,Inactive,,328
1996 Primary Election,,Inactive,,328
1994 General Election,,Inactive,,328
1994 Primary,,Inactive,,328
1992 General Election,,Inactive,,328
1992 Primary Election,,Inactive,,328
1990 General Election,,Inactive,,328
2018 Primary Election,10/10/2016,Active,Contribution to Active Candidate or Measure Committee,229
2017 May Election,04/04/2017,Active,In-Kind or Independent Expenditure,229
2016 General Election,07/22/2016,Active,Contribution to Active Candidate or Measure Committee,229
2016 Primary Election,01/21/2016,Active,Contribution to Active Candidate or Measure Committee,229
2014 General Election,01/31/2014,Active,Contribution to Active Candidate or Measure Committee,229
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,229
2013 May Election,04/01/2013,Active,In-Kind or Independent Expenditure,229
2012 General Election,03/27/2012,Active,Contribution to Active Candidate or Measure Committee,229
2012 Primary Election,08/02/2011,Active,Contribution to Active Candidate or Measure Committee,229
2010 General Election,06/24/2010,Active,Contribution to Active Candidate or Measure Committee,229
2010 Primary Election,09/24/2009,Active,Contribution to Active Candidate or Measure Committee,229
2009 May Election,01/20/2009,Active,Contribution to Active Candidate or Measure Committee,229
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,229
2008 Primary Election,03/04/2008,Active,Contribution to Active Candidate or Measure Committee,229
2007 November Election,09/04/2007,Active,Contribution to Active Candidate or Measure Committee,229
2006 General Election,,Inactive,,229
2006 Primary Election,,Inactive,,229
2004 General Election,,Inactive,,229
2004 Primary Election,,Inactive,,229
2002 General Election,,Inactive,,229
2002 Primary Election,,Inactive,,229
2000 General Election,,Inactive,,229
2000 Primary Election,,Inactive,,229
1998 General Election,,Inactive,,229
1998 Biennial Primary Election,,Inactive,,229
1996 General Election,,Inactive,,229
1996 Primary Election,,Inactive,,229
1994 General Election,,Inactive,,229
1994 Primary,,Inactive,,229
1992 General Election,,Inactive,,229
1992 Primary Election,,Inactive,,229
1990 General Election,,Inactive,,229
2018 General Election,01/17/2018,Active,Contribution to Active Candidate or Measure Committee,4572
2018 Primary Election,07/18/2017,Active,Contribution to Active Candidate or Measure Committee,4572
2017 May Election,03/27/2017,Active,Contribution to Active Candidate or Measure Committee,4572
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4572
2016 Primary Election,10/13/2015,Active,Contribution to Active Candidate or Measure Committee,4572
2015 May Election,05/05/2015,Active,Contribution to Active Candidate or Measure Committee,4572
2014 General Election,06/26/2014,Active,Contribution to Active Candidate or Measure Committee,4572
2014 Primary Election,08/27/2013,Active,Contribution to Active Candidate or Measure Committee,4572
2014 March Election,01/03/2014,Active,Contribution to Active Candidate or Measure Committee,4572
2013 November Election,10/14/2013,Active,Contribution to Active Candidate or Measure Committee,4572
2013 May Election,03/04/2013,Active,Contribution to Active Candidate or Measure Committee,4572
2012 General Election,07/24/2012,Active,Contribution to Active Candidate or Measure Committee,4572
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4572
2011 May Election,03/10/2011,Active,Contribution to Active Candidate or Measure Committee,4572
2010 General Election,06/21/2010,Active,Contribution to Active Candidate or Measure Committee,4572
2010 Primary Election,09/18/2009,Active,Contribution to Active Candidate or Measure Committee,4572
2008 General Election,07/03/2008,Active,Contribution to Active Candidate or Measure Committee,4572
2008 Primary Election,10/15/2007,Active,Contribution to Active Candidate or Measure Committee,4572
2007 May Election,03/27/2007,Active,Contribution to Active Candidate or Measure Committee,4572
2006 General Election,,Inactive,,4572
2006 Primary Election,,Inactive,,4572
2004 General Election,,Inactive,,4572
2004 Primary Election,,Inactive,,4572
2017 May Election,04/18/2017,Active,Contribution to Active Candidate or Measure Committee,2070
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2070
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,2070
2015 May Election,05/04/2015,Active,Contribution to Active Candidate or Measure Committee,2070
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2070
2014 Primary Election,09/26/2013,Active,Contribution to Active Candidate or Measure Committee,2070
2012 General Election,08/16/2012,Active,Contribution to Active Candidate or Measure Committee,2070
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2070
2011 May Election,04/29/2011,Active,In-Kind or Independent Expenditure,2070
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2070
2010 Primary Election,02/11/2010,Active,Contribution to Active Candidate or Measure Committee,2070
2010 Statewide Special Election,10/23/2009,Active,Contribution to Active Candidate or Measure Committee,2070
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2070
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2070
2007 May Election,03/22/2007,Active,Contribution to Active Candidate or Measure Committee,2070
2006 General Election,,Inactive,,2070
2006 Primary Election,,Inactive,,2070
2004 General Election,,Inactive,,2070
2004 Primary Election,,Inactive,,2070
2002 General Election,,Inactive,,2070
2002 Primary Election,,Inactive,,2070
2000 General Election,,Inactive,,2070
2000 Primary Election,,Inactive,,2070
1998 General Election,,Inactive,,2070
1998 Biennial Primary Election,,Inactive,,2070
1996 General Election,,Inactive,,2070
1996 Primary Election,,Inactive,,2070
2018 Primary Election,01/03/2017,Active,Contribution to Active Candidate or Measure Committee,152
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,152
2016 Primary Election,09/02/2014,Active,Contribution to Active Candidate or Measure Committee,152
2014 General Election,04/02/2014,Active,Contribution to Active Candidate or Measure Committee,152
2014 Primary Election,09/10/2012,Active,Contribution to Active Candidate or Measure Committee,152
2012 General Election,07/15/2012,Active,Contribution to Active Candidate or Measure Committee,152
2012 Primary Election,08/23/2011,Active,Contribution to Active Candidate or Measure Committee,152
2010 General Election,06/22/2010,Active,Contribution to Active Candidate or Measure Committee,152
2010 Primary Election,09/26/2008,Active,Contribution to Active Candidate or Measure Committee,152
2010 Statewide Special Election,10/29/2009,Active,Contribution to Active Candidate or Measure Committee,152
2008 General Election,07/17/2008,Active,Contribution to Active Candidate or Measure Committee,152
2008 Primary Election,01/14/2008,Active,Contribution to Active Candidate or Measure Committee,152
2007 November Election,08/29/2007,Active,Contribution to Active Candidate or Measure Committee,152
2006 General Election,,Inactive,,152
2006 Primary Election,,Inactive,,152
2004 General Election,,Inactive,,152
2004 Primary Election,,Inactive,,152
2002 General Election,,Inactive,,152
2002 Primary Election,,Inactive,,152
2000 General Election,,Inactive,,152
2000 Primary Election,,Inactive,,152
1998 General Election,,Inactive,,152
1998 Biennial Primary Election,,Inactive,,152
1996 General Election,,Inactive,,152
1996 Primary Election,,Inactive,,152
1994 General Election,,Inactive,,152
1994 Primary,,Inactive,,152
1992 General Election,,Inactive,,152
1992 Primary Election,,Inactive,,152
1990 General Election,,Inactive,,152
2018 General Election,05/02/2016,Active,Statement of Organization,108
2017 May Election,03/29/2017,Active,In-Kind or Independent Expenditure,108
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,108
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,108
2015 November Election,10/08/2015,Active,In-Kind or Independent Expenditure,108
2015 May Election,05/07/2015,Active,Contribution to Active Candidate or Measure Committee,108
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,108
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,108
2013 November Election,10/16/2013,Active,Contribution to Active Candidate or Measure Committee,108
2013 May Election,05/09/2013,Active,In-Kind or Independent Expenditure,108
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,108
2012 Primary Election,12/02/2010,Active,Contribution to Active Candidate or Measure Committee,108
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,108
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,108
2009 May Election,04/30/2009,Active,Contribution to Active Candidate or Measure Committee,108
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,108
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,108
2007 May Election,04/05/2007,Active,Contribution to Active Candidate or Measure Committee,108
2006 General Election,,Inactive,,108
2006 Primary Election,,Inactive,,108
2004 General Election,,Inactive,,108
2004 Primary Election,,Inactive,,108
2002 General Election,,Inactive,,108
2002 Primary Election,,Inactive,,108
2000 General Election,,Inactive,,108
2000 Primary Election,,Inactive,,108
1998 General Election,,Inactive,,108
1998 Biennial Primary Election,,Inactive,,108
1996 General Election,,Inactive,,108
1996 Primary Election,,Inactive,,108
1994 General Election,,Inactive,,108
1994 Primary,,Inactive,,108
1992 General Election,,Inactive,,108
1992 Primary Election,,Inactive,,108
1990 General Election,,Inactive,,108
