election,active_date,status,active_reason,committee_id
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16299
2013 May Election,04/24/2013,Active,Statement of Organization,16299
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16305
2017 May Election,02/16/2017,Active,Statement of Organization,16305
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16305
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16305
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16305
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16305
2013 May Election,04/23/2013,Active,Contribution to Active Candidate or Measure Committee,16305
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16318
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16318
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16318
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16318
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16318
2013 May Election,04/29/2013,Active,Statement of Organization,16318
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16309
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16309
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16309
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16309
2014 Primary Election,04/26/2013,Active,System Generated / Primary or General Election,16309
2013 May Election,04/25/2013,Active,Statement of Organization,16309
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16239
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16239
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16239
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16239
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16239
2013 May Election,03/15/2013,Active,Statement of Organization,16239
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16454
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16454
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16454
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16454
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16454
2013 November Election,09/12/2013,Active,Statement of Organization,16454
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16355
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16355
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16355
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16355
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16355
2013 May Election,05/14/2013,Active,Statement of Organization,16355
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16138
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16138
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16138
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16138
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16138
2013 May Election,02/11/2013,Active,Statement of Organization,16138
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16208
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16208
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16208
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16208
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16208
2013 May Election,03/01/2013,Active,Statement of Organization,16208
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16217
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16217
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16217
2015 May Election,05/28/2015,Active,Statement of Organization,16217
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16217
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16217
2013 May Election,03/04/2013,Active,Statement of Organization,16217
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16463
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16463
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16463
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16463
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16463
2013 November Election,09/20/2013,Active,Statement of Organization,16463
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16361
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16361
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16361
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16361
2014 Primary Election,05/21/2013,Active,System Generated / Primary or General Election,16361
2013 May Election,05/21/2013,Active,Statement of Organization,16361
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16451
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16451
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16451
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16451
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16451
2013 November Election,09/11/2013,Active,Statement of Organization,16451
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16302
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16302
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16302
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16302
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16302
2013 May Election,04/23/2013,Active,Statement of Organization,16302
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16203
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16203
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16203
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16203
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16203
2013 May Election,02/27/2013,Active,Statement of Organization,16203
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16267
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16267
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16267
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16267
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16267
2013 March Election,04/04/2013,Active,Statement of Organization,16267
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16329
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16329
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16329
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16329
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16329
2013 May Election,05/02/2013,Active,Statement of Organization,16329
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16292
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16292
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16292
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16292
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16292
2013 May Election,04/16/2013,Active,Statement of Organization,16292
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16433
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16433
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16433
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16433
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16433
2013 November Election,09/04/2013,Active,Statement of Organization,16433
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16460
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16460
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16460
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16460
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16460
2013 November Election,08/27/2013,Active,Contribution to Active Candidate or Measure Committee,16460
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16262
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16262
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16262
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16262
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16262
2013 May Election,03/28/2013,Active,Statement of Organization,16262
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16242
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16242
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16242
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16242
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16242
2013 May Election,03/16/2013,Active,Contribution to Active Candidate or Measure Committee,16242
2018 Primary Election,12/11/2017,Active,System Generated / Primary or General Election,16291
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16291
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16291
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16291
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16291
2013 May Election,04/09/2013,Active,Contribution to Active Candidate or Measure Committee,16291
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16336
2017 May Election,02/06/2017,Active,Statement of Organization,16336
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16336
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16336
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16336
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16336
2013 May Election,05/03/2013,Active,Contribution to Active Candidate or Measure Committee,16336
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16447
2016 General Election,06/29/2016,Active,In-Kind or Independent Expenditure,16447
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16447
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16447
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16447
2013 November Election,09/04/2013,Active,Contribution to Active Candidate or Measure Committee,16447
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16822
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16822
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16822
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16822
2014 Primary Election,03/28/2014,Active,System Generated / Primary or General Election,16822
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17106
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17106
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17106
2014 General Election,08/27/2014,Active,Contribution to Active Candidate or Measure Committee,17106
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17178
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17178
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17178
2014 General Election,09/24/2014,Active,System Generated / Primary or General Election,17178
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16673
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16673
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16673
2014 General Election,01/30/2014,Active,Statement of Organization,16673
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16673
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16672
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16672
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16672
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16672
2014 Primary Election,01/30/2014,Active,System Generated / Primary or General Election,16672
2018 Primary Election,02/05/2018,Active,System Generated / Primary or General Election,16690
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16690
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16690
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16690
2014 Primary Election,02/05/2014,Active,System Generated / Primary or General Election,16690
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17096
2016 General Election,06/03/2016,Active,System Generated / Primary or General Election,17096
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17096
2014 General Election,08/27/2014,Active,System Generated / Primary or General Election,17096
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16977
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16977
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16977
2014 General Election,07/02/2014,Active,System Generated / Primary or General Election,16977
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16535
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16535
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16535
2014 General Election,07/11/2014,Active,System Generated / Primary or General Election,16535
2014 Primary Election,11/15/2013,Active,System Generated / Primary or General Election,16535
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16898
2016 General Election,06/16/2016,Active,System Generated / Primary or General Election,16898
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16898
2014 General Election,05/02/2014,Active,Statement of Organization,16898
2014 Primary Election,05/02/2014,Active,System Generated / Primary or General Election,16898
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17068
2016 General Election,07/12/2016,Active,System Generated / Primary or General Election,17068
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17068
2015 May Election,02/25/2015,Active,Statement of Organization,17068
2014 General Election,08/20/2014,Active,System Generated / Primary or General Election,17068
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16809
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16809
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16809
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16809
2014 Primary Election,03/11/2014,Active,Contribution to Active Candidate or Measure Committee,16809
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16528
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16528
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16528
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16528
2014 Primary Election,11/07/2013,Active,System Generated / Primary or General Election,16528
2018 Primary Election,02/06/2018,Active,System Generated / Primary or General Election,16557
2016 General Election,07/28/2016,Active,System Generated / Primary or General Election,16557
2016 Primary Election,07/27/2015,Active,System Generated / Primary or General Election,16557
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16557
2014 Primary Election,12/11/2013,Active,System Generated / Primary or General Election,16557
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17072
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17072
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17072
2014 General Election,08/21/2014,Active,System Generated / Primary or General Election,17072
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16529
2017 May Election,03/09/2017,Active,Statement of Organization,16529
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16529
2016 Primary Election,08/16/2015,Active,System Generated / Primary or General Election,16529
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16529
2014 Primary Election,11/08/2013,Active,System Generated / Primary or General Election,16529
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16965
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16965
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16965
2014 General Election,06/20/2014,Active,System Generated / Primary or General Election,16965
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17209
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17209
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17209
2014 General Election,10/10/2014,Active,System Generated / Primary or General Election,17209
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16588
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16588
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16588
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16588
2014 Primary Election,12/20/2013,Active,System Generated / Primary or General Election,16588
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17082
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17082
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17082
2014 General Election,08/25/2014,Active,Contribution to Active Candidate or Measure Committee,17082
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17016
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17016
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17016
2014 General Election,08/21/2014,Active,System Generated / Primary or General Election,17016
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16240
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16240
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16240
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16240
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16240
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17094
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17094
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17094
2014 General Election,08/27/2014,Active,System Generated / Primary or General Election,17094
2018 General Election,10/05/2017,Active,Statement of Organization,17097
2018 Primary Election,10/05/2017,Active,System Generated / Primary or General Election,17097
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17097
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17097
2014 General Election,08/27/2014,Active,Contribution to Active Candidate or Measure Committee,17097
2018 Primary Election,01/29/2018,Active,System Generated / Primary or General Election,16986
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16986
2016 Primary Election,07/14/2015,Active,System Generated / Primary or General Election,16986
2014 General Election,07/08/2014,Active,System Generated / Primary or General Election,16986
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17123
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17123
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17123
2014 General Election,09/05/2014,Active,System Generated / Primary or General Election,17123
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16501
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16501
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16501
2014 General Election,05/28/2014,Active,System Generated / Primary or General Election,16501
2014 Primary Election,10/22/2013,Active,System Generated / Primary or General Election,16501
2018 Primary Election,11/28/2017,Active,System Generated / Primary or General Election,17057
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17057
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17057
2014 General Election,08/19/2014,Active,System Generated / Primary or General Election,17057
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16753
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16753
2016 Primary Election,03/10/2015,Active,System Generated / Primary or General Election,16753
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16753
2014 Primary Election,03/07/2014,Active,System Generated / Primary or General Election,16753
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16368
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16368
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16368
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16368
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16368
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16970
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16970
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16970
2014 General Election,06/27/2014,Active,System Generated / Primary or General Election,16970
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16842
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16842
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16842
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16842
2014 Primary Election,03/28/2014,Active,System Generated / Primary or General Election,16842
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16765
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16765
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16765
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16765
2014 Primary Election,03/10/2014,Active,Contribution to Active Candidate or Measure Committee,16765
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17146
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17146
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17146
2014 General Election,09/12/2014,Active,System Generated / Primary or General Election,17146
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16882
2017 May Election,05/11/2017,Active,Contribution to Active Candidate or Measure Committee,16882
2016 General Election,04/25/2016,Active,Contribution to Active Candidate or Measure Committee,16882
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16882
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16882
2014 Primary Election,04/14/2014,Active,Contribution to Active Candidate or Measure Committee,16882
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17092
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17092
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17092
2014 General Election,08/26/2014,Active,System Generated / Primary or General Election,17092
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16653
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16653
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16653
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16653
2014 Primary Election,01/21/2014,Active,System Generated / Primary or General Election,16653
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16829
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16829
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16829
2014 General Election,,Inactive,User Requested Inactivation,16829
2014 Primary Election,03/24/2014,Active,System Generated / Primary or General Election,16829
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16696
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16696
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16696
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16696
2014 Primary Election,02/14/2014,Active,System Generated / Primary or General Election,16696
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17229
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17229
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17229
2014 General Election,10/24/2014,Active,System Generated / Primary or General Election,17229
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17067
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17067
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17067
2014 General Election,08/20/2014,Active,System Generated / Primary or General Election,17067
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16743
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16743
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16743
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16743
2014 Primary Election,03/05/2014,Active,System Generated / Primary or General Election,16743
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17147
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17147
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17147
2014 General Election,09/22/2014,Active,System Generated / Primary or General Election,17147
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16796
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16796
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16796
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16796
2014 Primary Election,03/17/2014,Active,Contribution to Active Candidate or Measure Committee,16796
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17116
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17116
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17116
2014 General Election,09/03/2014,Active,System Generated / Primary or General Election,17116
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16131
2017 May Election,04/25/2017,Active,Contribution to Active Candidate or Measure Committee,16131
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16131
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16131
2015 May Election,04/15/2015,Active,Contribution to Active Candidate or Measure Committee,16131
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16131
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16131
2018 Primary Election,10/28/2016,Active,Contribution to Active Candidate or Measure Committee,16934
2018 January Special Election,12/12/2017,Active,Statement of Organization,16934
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16934
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16934
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16934
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16175
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16175
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16175
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16175
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,16175
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16851
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16851
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16851
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16851
2014 Primary Election,04/01/2014,Active,System Generated / Primary or General Election,16851
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17181
2016 General Election,07/29/2016,Active,System Generated / Primary or General Election,17181
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17181
2014 General Election,09/22/2014,Active,Contribution to Active Candidate or Measure Committee,17181
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16751
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16751
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16751
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16751
2014 Primary Election,03/06/2014,Active,System Generated / Primary or General Election,16751
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16817
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16817
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16817
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16817
2014 Primary Election,03/11/2014,Active,Contribution to Active Candidate or Measure Committee,16817
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16783
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16783
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16783
2014 General Election,07/02/2014,Active,System Generated / Primary or General Election,16783
2014 Primary Election,03/11/2014,Active,Contribution to Active Candidate or Measure Committee,16783
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16847
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16847
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16847
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16847
2014 Primary Election,03/31/2014,Active,System Generated / Primary or General Election,16847
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16888
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16888
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16888
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16888
2014 Primary Election,04/02/2014,Active,Contribution to Active Candidate or Measure Committee,16888
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16258
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16258
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16258
